Index       TIME             V(VREF)     
695      9.00060171e-06    3.43868221e-01
696      9.00060936e-06    3.43872048e-01
697      9.00061700e-06    3.43879353e-01
698      9.00062465e-06    3.43889293e-01
699      9.00063230e-06    3.43899430e-01
700      9.00063995e-06    3.43907926e-01
701      9.00065524e-06    3.43920761e-01
702      9.00067053e-06    3.43932357e-01
703      9.00068583e-06    3.43937887e-01
704      9.00069959e-06    3.43935587e-01
705      9.00071336e-06    3.43931572e-01
706      9.00072712e-06    3.43927015e-01
707      9.00074088e-06    3.43922759e-01
708      9.00075465e-06    3.43918953e-01
709      9.00076841e-06    3.43915244e-01
710      9.00079594e-06    3.43909816e-01
711      9.00082347e-06    3.43908625e-01
712      9.00083066e-06    3.43909141e-01
713      9.00084503e-06    3.43910893e-01
714      9.00085940e-06    3.43912279e-01
715      9.00087377e-06    3.43911100e-01
716      9.00088814e-06    3.43907445e-01
717      9.00091689e-06    3.43899020e-01
718      9.00094563e-06    3.43894468e-01
719      9.00097437e-06    3.43895478e-01
720      9.00100000e-06    3.43898340e-01
721      9.00100287e-06    3.43898825e-01
722      9.00100575e-06    3.43899291e-01
723      9.00100862e-06    3.43899725e-01
724      9.00101437e-06    3.43900419e-01
725      9.00102587e-06    3.43901603e-01
726      9.00104886e-06    3.43904244e-01
727      9.00107186e-06    3.43905674e-01
728      9.00109485e-06    3.43907924e-01
729      9.00111785e-06    3.43911242e-01
730      9.00114084e-06    3.43912909e-01
731      9.00116384e-06    3.43913732e-01
732      9.00120983e-06    3.43913591e-01
733      9.00130181e-06    3.43911420e-01
734      9.00148576e-06    3.43911777e-01
735      9.00150956e-06    3.43914958e-01
736      9.00155716e-06    3.43924937e-01
737      9.00160476e-06    3.43939109e-01
738      9.00165236e-06    3.43961926e-01
739      9.00169996e-06    3.43995013e-01
740      9.00174756e-06    3.44016145e-01
741      9.00179040e-06    3.44032914e-01
742      9.00182896e-06    3.44075282e-01
743      9.00186751e-06    3.44151248e-01
744      9.00187224e-06    3.44159703e-01
745      9.00187698e-06    3.44167001e-01
746      9.00188171e-06    3.44172028e-01
747      9.00189118e-06    3.44175154e-01
748      9.00191011e-06    3.44152343e-01
749      9.00191589e-06    3.44137430e-01
750      9.00192167e-06    3.44120784e-01
751      9.00192745e-06    3.44101279e-01
752      9.00193323e-06    3.44079884e-01
753      9.00194479e-06    3.44033859e-01
754      9.00196791e-06    3.43937696e-01
755      9.00199103e-06    3.43844703e-01
756      9.00201415e-06    3.43758623e-01
757      9.00203728e-06    3.43679285e-01
758      9.00206040e-06    3.43609628e-01
759      9.00208352e-06    3.43546129e-01
760      9.00210664e-06    3.43484640e-01
761      9.00212976e-06    3.43428319e-01
762      9.00217601e-06    3.43328858e-01
763      9.00222225e-06    3.43225630e-01
764      9.00226849e-06    3.43083589e-01
765      9.00231474e-06    3.42898429e-01
766      9.00236098e-06    3.42717743e-01
767      9.00236358e-06    3.42712235e-01
768      9.00236618e-06    3.42709000e-01
769      9.00236879e-06    3.42711137e-01
770      9.00237139e-06    3.42720260e-01
771      9.00237399e-06    3.42737812e-01
772      9.00237659e-06    3.42765382e-01
773      9.00237919e-06    3.42804462e-01
774      9.00237959e-06    3.42811685e-01
775      9.00238039e-06    3.42826232e-01
776      9.00238107e-06    3.42838852e-01
777      9.00238176e-06    3.42851472e-01
778      9.00238314e-06    3.42876711e-01
779      9.00238589e-06    3.42927189e-01
780      9.00239139e-06    3.43028140e-01
781      9.00240239e-06    3.43230020e-01
782      9.00242439e-06    3.43633696e-01
783      9.00244639e-06    3.44037260e-01
784      9.00246840e-06    3.44440712e-01
785      9.00249040e-06    3.44844053e-01
786      9.00251240e-06    3.45247281e-01
787      9.00253440e-06    3.45650399e-01
788      9.00255641e-06    3.46053404e-01
789      9.00255892e-06    3.46099508e-01
790      9.00256396e-06    3.46191712e-01
791      9.00256899e-06    3.46283910e-01
792      9.00257403e-06    3.46376103e-01
793      9.00257906e-06    3.46468290e-01
794      9.00258410e-06    3.46560471e-01
795      9.00258913e-06    3.46652646e-01
796      9.00259417e-06    3.46744815e-01
797      9.00259920e-06    3.46836978e-01
798      9.00260927e-06    3.47021288e-01
799      9.00261739e-06    3.47169823e-01
800      9.00262412e-06    3.47293034e-01
801      9.00263086e-06    3.47416233e-01
802      9.00264432e-06    3.47662602e-01
803      9.00265779e-06    3.47908928e-01
804      9.00267125e-06    3.48155213e-01
805      9.00268472e-06    3.48401456e-01
806      9.00271165e-06    3.48893817e-01
807      9.00273859e-06    3.49386011e-01
808      9.00279245e-06    3.50369897e-01
809      9.00284632e-06    3.51353117e-01
810      9.00290018e-06    3.52335669e-01
811      9.00300791e-06    3.54298776e-01
812      9.00311564e-06    3.56259220e-01
813      9.00322337e-06    3.58217006e-01
814      9.00323743e-06    3.58472198e-01
815      9.00325148e-06    3.58727367e-01
816      9.00327959e-06    3.59237570e-01
817      9.00330770e-06    3.59747593e-01
818      9.00333581e-06    3.60257435e-01
819      9.00336392e-06    3.60767096e-01
820      9.00339202e-06    3.61276577e-01
821      9.00342013e-06    3.61785878e-01
822      9.00344824e-06    3.62294998e-01
823      9.00347635e-06    3.62803938e-01
824      9.00350446e-06    3.63312698e-01
825      9.00353257e-06    3.63821278e-01
826      9.00356068e-06    3.64329678e-01
827      9.00358879e-06    3.64837897e-01
828      9.00361689e-06    3.65345937e-01
829      9.00364500e-06    3.65853798e-01
830      9.00367311e-06    3.66361478e-01
831      9.00370122e-06    3.66868978e-01
832      9.00375744e-06    3.67883441e-01
833      9.00381366e-06    3.68897185e-01
834      9.00386987e-06    3.69910212e-01
835      9.00398231e-06    3.71934114e-01
836      9.00409474e-06    3.73955153e-01
837      9.00420718e-06    3.75973331e-01
838      9.00422068e-06    3.76215438e-01
839      9.00423418e-06    3.76457524e-01
840      9.00426118e-06    3.76941572e-01
841      9.00428818e-06    3.77425456e-01
842      9.00431518e-06    3.77909175e-01
843      9.00434218e-06    3.78392730e-01
844      9.00436918e-06    3.78876120e-01
845      9.00439618e-06    3.79359346e-01
846      9.00445018e-06    3.80325305e-01
847      9.00445593e-06    3.80428205e-01
848      9.00446744e-06    3.80633990e-01
849      9.00447895e-06    3.80839746e-01
850      9.00449046e-06    3.81045471e-01
851      9.00450197e-06    3.81251166e-01
852      9.00451348e-06    3.81456832e-01
853      9.00452499e-06    3.81662468e-01
854      9.00453650e-06    3.81868074e-01
855      9.00454801e-06    3.82073650e-01
856      9.00455952e-06    3.82279197e-01
857      9.00455967e-06    3.82281937e-01
858      9.00455998e-06    3.82287418e-01
859      9.00456001e-06    3.82288103e-01
860      9.00456002e-06    3.82288203e-01
861      9.00456003e-06    3.82288399e-01
862      9.00456004e-06    3.82288580e-01
863      9.00456005e-06    3.82288742e-01
864      9.00456006e-06    3.82288885e-01
865      9.00456009e-06    3.82289114e-01
866      9.00456013e-06    3.82289341e-01
867      9.00456016e-06    3.82289246e-01
868      9.00456017e-06    3.82289226e-01
869      9.00456018e-06    3.82289181e-01
870      9.00456019e-06    3.82289131e-01
871      9.00456020e-06    3.82289081e-01
872      9.00456021e-06    3.82289030e-01
873      9.00456023e-06    3.82288930e-01
874      9.00456027e-06    3.82288728e-01
875      9.00456036e-06    3.82288326e-01
876      9.00456052e-06    3.82287521e-01
877      9.00456086e-06    3.82285911e-01
878      9.00456153e-06    3.82282691e-01
879      9.00456286e-06    3.82276250e-01
880      9.00456554e-06    3.82263370e-01
881      9.00457089e-06    3.82237611e-01
882      9.00457624e-06    3.82211854e-01
883      9.00457657e-06    3.82210244e-01
884      9.00457674e-06    3.82209439e-01
885      9.00457707e-06    3.82207829e-01
886      9.00457709e-06    3.82207779e-01
887      9.00457709e-06    3.82207766e-01
888      9.00457709e-06    3.82207754e-01
889      9.00457710e-06    3.82207732e-01
890      9.00457710e-06    3.82207716e-01
891      9.00457711e-06    3.82207697e-01
892      9.00457714e-06    3.82207717e-01
893      9.00457718e-06    3.82207990e-01
894      9.00457722e-06    3.82208535e-01
895      9.00457724e-06    3.82208954e-01
896      9.00457725e-06    3.82209102e-01
897      9.00457726e-06    3.82209234e-01
898      9.00457727e-06    3.82209497e-01
899      9.00457730e-06    3.82210025e-01
900      9.00457736e-06    3.82211079e-01
901      9.00457748e-06    3.82213188e-01
902      9.00457771e-06    3.82217407e-01
903      9.00457819e-06    3.82225844e-01
904      9.00457913e-06    3.82242718e-01
905      9.00458102e-06    3.82276465e-01
906      9.00458480e-06    3.82343957e-01
907      9.00458858e-06    3.82411446e-01
908      9.00459236e-06    3.82478932e-01
909      9.00459614e-06    3.82546414e-01
910      9.00459992e-06    3.82613893e-01
911      9.00460370e-06    3.82681369e-01
912      9.00460748e-06    3.82748842e-01
913      9.00461504e-06    3.82883778e-01
914      9.00462260e-06    3.83018701e-01
915      9.00463016e-06    3.83153611e-01
916      9.00463772e-06    3.83288509e-01
917      9.00465283e-06    3.83558265e-01
918      9.00466795e-06    3.83827970e-01
919      9.00468307e-06    3.84097623e-01
920      9.00469819e-06    3.84367225e-01
921      9.00472842e-06    3.84906276e-01
922      9.00475866e-06    3.85445121e-01
923      9.00476622e-06    3.85579794e-01
924      9.00477000e-06    3.85647127e-01
925      9.00477756e-06    3.85781787e-01
926      9.00477850e-06    3.85798618e-01
927      9.00477898e-06    3.85807034e-01
928      9.00477921e-06    3.85811242e-01
929      9.00477938e-06    3.85814183e-01
930      9.00477949e-06    3.85816072e-01
931      9.00477953e-06    3.85816687e-01
932      9.00477956e-06    3.85817197e-01
933      9.00477963e-06    3.85818141e-01
934      9.00477977e-06    3.85819575e-01
935      9.00478004e-06    3.85820625e-01
936      9.00478018e-06    3.85819948e-01
937      9.00478020e-06    3.85819860e-01
938      9.00478022e-06    3.85819772e-01
939      9.00478023e-06    3.85819684e-01
940      9.00478027e-06    3.85819507e-01
941      9.00478034e-06    3.85819155e-01
942      9.00478049e-06    3.85818450e-01
943      9.00478078e-06    3.85817039e-01
944      9.00478136e-06    3.85814218e-01
945      9.00478252e-06    3.85808577e-01
946      9.00478484e-06    3.85797294e-01
947      9.00478948e-06    3.85774730e-01
948      9.00479877e-06    3.85729605e-01
949      9.00481735e-06    3.85639372e-01
950      9.00485449e-06    3.85458968e-01
951      9.00492879e-06    3.85098414e-01
952      9.00507738e-06    3.84378318e-01
953      9.00522597e-06    3.83659567e-01
954      9.00537456e-06    3.82942161e-01
955      9.00567174e-06    3.81511370e-01
956      9.00596893e-06    3.80085924e-01
957      9.00656329e-06    3.77250980e-01
958      9.00715765e-06    3.74437181e-01
959      9.00730625e-06    3.73737674e-01
960      9.00760343e-06    3.72341273e-01
961      9.00767772e-06    3.71993152e-01
962      9.00782631e-06    3.71325091e-01
963      9.00784663e-06    3.71269440e-01
964      9.00786007e-06    3.71240578e-01
965      9.00787351e-06    3.71215593e-01
966      9.00788695e-06    3.71191759e-01
967      9.00791383e-06    3.71145667e-01
968      9.00794072e-06    3.71096459e-01
969      9.00799448e-06    3.70990384e-01
970      9.00804825e-06    3.70883933e-01
971      9.00815577e-06    3.70686228e-01
972      9.00826330e-06    3.70506353e-01
973      9.00847836e-06    3.70188135e-01
974      9.00890847e-06    3.69674622e-01
975      9.00976870e-06    3.68943305e-01
976      9.01148916e-06    3.68070922e-01
977      9.01320961e-06    3.67616872e-01
978      9.01665052e-06    3.67225673e-01
979      9.02009143e-06    3.67133352e-01
980      9.02697326e-06    3.67101419e-01
981      9.03385508e-06    3.67104846e-01
982      9.04761873e-06    3.67104327e-01
983      9.07514602e-06    3.67104607e-01
984      9.13020060e-06    3.67104394e-01
985      9.23020060e-06    3.67104580e-01
986      9.33020060e-06    3.67104410e-01
987      9.43020060e-06    3.67104566e-01
988      9.50100000e-06    3.67104426e-01
989      9.50104088e-06    3.67104467e-01
990      9.50107517e-06    3.67104391e-01
991      9.50114377e-06    3.67104387e-01
992      9.50128095e-06    3.67104469e-01
993      9.50134954e-06    3.67104405e-01
994      9.50137371e-06    3.67104309e-01
995      9.50142203e-06    3.67103937e-01
996      9.50146780e-06    3.67103848e-01
997      9.50148741e-06    3.67103207e-01
998      9.50150701e-06    3.67101610e-01
999      9.50152662e-06    3.67098571e-01
1000     9.50154623e-06    3.67096142e-01
1001     9.50156584e-06    3.67095728e-01
1002     9.50158545e-06    3.67098478e-01
1003     9.50158765e-06    3.67099366e-01
1004     9.50159205e-06    3.67102398e-01
1005     9.50160085e-06    3.67123025e-01
1006     9.50160837e-06    3.67165259e-01
1007     9.50161514e-06    3.67224661e-01
1008     9.50162107e-06    3.67282576e-01
1009     9.50162582e-06    3.67319537e-01
1010     9.50162637e-06    3.67322434e-01
1011     9.50162692e-06    3.67325076e-01
1012     9.50162802e-06    3.67328630e-01
1013     9.50162912e-06    3.67329526e-01
1014     9.50163022e-06    3.67327511e-01
1015     9.50163048e-06    3.67326530e-01
1016     9.50163099e-06    3.67324360e-01
1017     9.50163150e-06    3.67321982e-01
1018     9.50163202e-06    3.67319604e-01
1019     9.50163253e-06    3.67317226e-01
1020     9.50163356e-06    3.67312470e-01
1021     9.50163561e-06    3.67302959e-01
1022     9.50163973e-06    3.67283938e-01
1023     9.50164795e-06    3.67245898e-01
1024     9.50165617e-06    3.67207861e-01
1025     9.50166440e-06    3.67169829e-01
1026     9.50167262e-06    3.67131801e-01
1027     9.50168084e-06    3.67094154e-01
1028     9.50168227e-06    3.67088391e-01
1029     9.50168371e-06    3.67082986e-01
1030     9.50168514e-06    3.67078280e-01
1031     9.50168801e-06    3.67070779e-01
1032     9.50169374e-06    3.67062193e-01
1033     9.50169947e-06    3.67060285e-01
1034     9.50170520e-06    3.67062832e-01
1035     9.50171666e-06    3.67074223e-01
1036     9.50173959e-06    3.67099807e-01
1037     9.50176251e-06    3.67116071e-01
1038     9.50178544e-06    3.67124539e-01
1039     9.50180836e-06    3.67128131e-01
1040     9.50183129e-06    3.67123494e-01
1041     9.50185421e-06    3.67119531e-01
1042     9.50187485e-06    3.67119030e-01
1043     9.50189342e-06    3.67115651e-01
1044     9.50191199e-06    3.67111145e-01
1045     9.50193056e-06    3.67107808e-01
1046     9.50196769e-06    3.67107489e-01
1047     9.50200000e-06    3.67110670e-01
1048     9.50200371e-06    3.67110415e-01
1049     9.50200672e-06    3.67110013e-01
1050     9.50200973e-06    3.67109533e-01
1051     9.50201575e-06    3.67108250e-01
1052     9.50202778e-06    3.67105116e-01
1053     9.50205184e-06    3.67099765e-01
1054     9.50207591e-06    3.67098307e-01
1055     9.50209997e-06    3.67101236e-01
1056     9.50212403e-06    3.67106157e-01
1057     9.50214810e-06    3.67109968e-01
1058     9.50217216e-06    3.67112277e-01
1059     9.50219622e-06    3.67113212e-01
1060     9.50222029e-06    3.67113049e-01
1061     9.50224435e-06    3.67113953e-01
1062     9.50229248e-06    3.67114141e-01
1063     9.50234061e-06    3.67110963e-01
1064     9.50238873e-06    3.67108991e-01
1065     9.50248499e-06    3.67107507e-01
1066     9.50258124e-06    3.67109248e-01
1067     9.50267750e-06    3.67116237e-01
1068     9.50277375e-06    3.67128678e-01
1069     9.50278687e-06    3.67135105e-01
1070     9.50279998e-06    3.67144434e-01
1071     9.50280436e-06    3.67147397e-01
1072     9.50280874e-06    3.67150119e-01
1073     9.50281312e-06    3.67152320e-01
1074     9.50282189e-06    3.67155170e-01
1075     9.50283941e-06    3.67155980e-01
1076     9.50285694e-06    3.67153586e-01
1077     9.50287447e-06    3.67150401e-01
1078     9.50289199e-06    3.67148182e-01
1079     9.50290952e-06    3.67149351e-01
1080     9.50294457e-06    3.67164017e-01
1081     9.50297962e-06    3.67199607e-01
1082     9.50301467e-06    3.67233716e-01
1083     9.50301960e-06    3.67232245e-01
1084     9.50302454e-06    3.67228690e-01
1085     9.50302947e-06    3.67221366e-01
1086     9.50303441e-06    3.67210918e-01
1087     9.50304427e-06    3.67182659e-01
1088     9.50306401e-06    3.67110404e-01
1089     9.50308374e-06    3.67036153e-01
1090     9.50310348e-06    3.66977144e-01
1091     9.50312321e-06    3.66938058e-01
1092     9.50314294e-06    3.66915044e-01
1093     9.50316268e-06    3.66901260e-01
1094     9.50318241e-06    3.66895382e-01
1095     9.50320215e-06    3.66894773e-01
1096     9.50322188e-06    3.66892943e-01
1097     9.50324161e-06    3.66889491e-01
1098     9.50326135e-06    3.66886515e-01
1099     9.50330082e-06    3.66883395e-01
1100     9.50334029e-06    3.66872524e-01
1101     9.50337975e-06    3.66840824e-01
1102     9.50345869e-06    3.66677888e-01
1103     9.50347843e-06    3.66638361e-01
1104     9.50348444e-06    3.66632278e-01
1105     9.50349045e-06    3.66631177e-01
1106     9.50349646e-06    3.66643942e-01
1107     9.50350247e-06    3.66678895e-01
1108     9.50350848e-06    3.66746444e-01
1109     9.50351193e-06    3.66808693e-01
1110     9.50351242e-06    3.66817515e-01
1111     9.50351290e-06    3.66826338e-01
1112     9.50351339e-06    3.66835161e-01
1113     9.50351437e-06    3.66852806e-01
1114     9.50351633e-06    3.66888096e-01
1115     9.50352023e-06    3.66958673e-01
1116     9.50352805e-06    3.67099817e-01
1117     9.50354369e-06    3.67382064e-01
1118     9.50355933e-06    3.67664254e-01
1119     9.50357497e-06    3.67946390e-01
1120     9.50359061e-06    3.68228469e-01
1121     9.50360625e-06    3.68510493e-01
1122     9.50362189e-06    3.68792462e-01
1123     9.50363753e-06    3.69074374e-01
1124     9.50365317e-06    3.69356232e-01
1125     9.50366881e-06    3.69638034e-01
1126     9.50368445e-06    3.69919780e-01
1127     9.50370009e-06    3.70201471e-01
1128     9.50370224e-06    3.70240238e-01
1129     9.50370439e-06    3.70279005e-01
1130     9.50370870e-06    3.70356536e-01
1131     9.50371300e-06    3.70434063e-01
1132     9.50371731e-06    3.70511585e-01
1133     9.50372162e-06    3.70589103e-01
1134     9.50372592e-06    3.70666617e-01
1135     9.50373023e-06    3.70744127e-01
1136     9.50373453e-06    3.70821632e-01
1137     9.50374314e-06    3.70976630e-01
1138     9.50375089e-06    3.71116115e-01
1139     9.50375742e-06    3.71233557e-01
1140     9.50376394e-06    3.71350989e-01
1141     9.50377047e-06    3.71468412e-01
1142     9.50377699e-06    3.71585825e-01
1143     9.50379004e-06    3.71820623e-01
1144     9.50380310e-06    3.72055381e-01
1145     9.50382920e-06    3.72524783e-01
1146     9.50385530e-06    3.72994031e-01
1147     9.50390750e-06    3.73932063e-01
1148     9.50395971e-06    3.74869479e-01
1149     9.50401191e-06    3.75806279e-01
1150     9.50411632e-06    3.77678031e-01
1151     9.50422073e-06    3.79547323e-01
1152     9.50432513e-06    3.81414159e-01
1153     9.50434109e-06    3.81699237e-01
1154     9.50435705e-06    3.81984286e-01
1155     9.50438896e-06    3.82554213e-01
1156     9.50442088e-06    3.83123910e-01
1157     9.50445279e-06    3.83693379e-01
1158     9.50448471e-06    3.84262619e-01
1159     9.50451662e-06    3.84831630e-01
1160     9.50454854e-06    3.85400412e-01
1161     9.50458045e-06    3.85968966e-01
1162     9.50461237e-06    3.86537291e-01
1163     9.50464428e-06    3.87105388e-01
1164     9.50467620e-06    3.87673256e-01
1165     9.50470811e-06    3.88240896e-01
1166     9.50474003e-06    3.88808308e-01
1167     9.50477194e-06    3.89375492e-01
1168     9.50480386e-06    3.89942448e-01
1169     9.50483577e-06    3.90509176e-01
1170     9.50486769e-06    3.91075677e-01
1171     9.50493152e-06    3.92207994e-01
1172     9.50505917e-06    3.94469901e-01
1173     9.50518683e-06    3.96728173e-01
1174     9.50531449e-06    3.98982817e-01
1175     9.50532917e-06    3.99241807e-01
1176     9.50535853e-06    3.99759689e-01
1177     9.50538789e-06    4.00277381e-01
1178     9.50541724e-06    4.00794880e-01
1179     9.50544660e-06    4.01312189e-01
1180     9.50547596e-06    4.01829306e-01
1181     9.50550532e-06    4.02346232e-01
1182     9.50553467e-06    4.02862967e-01
1183     9.50557445e-06    4.03562551e-01
1184     9.50558592e-06    4.03764291e-01
1185     9.50559739e-06    4.03966016e-01
1186     9.50562033e-06    4.04369380e-01
1187     9.50564038e-06    4.04721798e-01
1188     9.50565842e-06    4.05038897e-01
1189     9.50565955e-06    4.05058714e-01
1190     9.50566012e-06    4.05068622e-01
1191     9.50566040e-06    4.05073576e-01
1192     9.50566096e-06    4.05083484e-01
1193     9.50566098e-06    4.05083793e-01
1194     9.50566099e-06    4.05083982e-01
1195     9.50566099e-06    4.05084012e-01
1196     9.50566099e-06    4.05084042e-01
1197     9.50566100e-06    4.05084071e-01
1198     9.50566100e-06    4.05084098e-01
1199     9.50566100e-06    4.05084149e-01
1200     9.50566101e-06    4.05084236e-01
1201     9.50566102e-06    4.05084349e-01
1202     9.50566105e-06    4.05084351e-01
1203     9.50566105e-06    4.05084339e-01
1204     9.50566105e-06    4.05084327e-01
1205     9.50566106e-06    4.05084315e-01
1206     9.50566106e-06    4.05084291e-01
1207     9.50566107e-06    4.05084243e-01
1208     9.50566109e-06    4.05084147e-01
1209     9.50566113e-06    4.05083955e-01
1210     9.50566120e-06    4.05083570e-01
1211     9.50566135e-06    4.05082801e-01
1212     9.50566165e-06    4.05081263e-01
1213     9.50566226e-06    4.05078186e-01
1214     9.50566346e-06    4.05072034e-01
1215     9.50566588e-06    4.05059729e-01
1216     9.50567070e-06    4.05035120e-01
1217     9.50568035e-06    4.04985907e-01
1218     9.50568999e-06    4.04936699e-01
1219     9.50569867e-06    4.04892418e-01
1220     9.50570614e-06    4.04854347e-01
1221     9.50571360e-06    4.04816280e-01
1222     9.50572107e-06    4.04778217e-01
1223     9.50572603e-06    4.04752929e-01
1224     9.50572798e-06    4.04742967e-01
1225     9.50572994e-06    4.04733006e-01
1226     9.50573385e-06    4.04713083e-01
1227     9.50573775e-06    4.04693161e-01
1228     9.50574166e-06    4.04673240e-01
1229     9.50574948e-06    4.04633402e-01
1230     9.50575729e-06    4.04593567e-01
1231     9.50576511e-06    4.04553736e-01
1232     9.50578074e-06    4.04474087e-01
1233     9.50579637e-06    4.04394453e-01
1234     9.50580028e-06    4.04374547e-01
1235     9.50580810e-06    4.04334738e-01
1236     9.50580908e-06    4.04329762e-01
1237     9.50580956e-06    4.04327274e-01
1238     9.50580981e-06    4.04326030e-01
1239     9.50580994e-06    4.04325335e-01
1240     9.50581003e-06    4.04324948e-01
1241     9.50581007e-06    4.04324849e-01
1242     9.50581010e-06    4.04324793e-01
1243     9.50581015e-06    4.04324747e-01
1244     9.50581027e-06    4.04325051e-01
1245     9.50581051e-06    4.04327238e-01
1246     9.50581062e-06    4.04329293e-01
1247     9.50581066e-06    4.04329932e-01
1248     9.50581069e-06    4.04330496e-01
1249     9.50581076e-06    4.04331623e-01
1250     9.50581088e-06    4.04333879e-01
1251     9.50581114e-06    4.04338390e-01
1252     9.50581165e-06    4.04347412e-01
1253     9.50581268e-06    4.04365456e-01
1254     9.50581473e-06    4.04401543e-01
1255     9.50581884e-06    4.04473715e-01
1256     9.50582705e-06    4.04618047e-01
1257     9.50584347e-06    4.04906666e-01
1258     9.50587632e-06    4.05483726e-01
1259     9.50590916e-06    4.06060547e-01
1260     9.50594201e-06    4.06637129e-01
1261     9.50600770e-06    4.07789578e-01
1262     9.50607339e-06    4.08941074e-01
1263     9.50613908e-06    4.10091618e-01
1264     9.50627046e-06    4.12389851e-01
1265     9.50640184e-06    4.14684285e-01
1266     9.50666461e-06    4.19261779e-01
1267     9.50692737e-06    4.23824148e-01
1268     9.50745290e-06    4.32903735e-01
1269     9.50797842e-06    4.41923417e-01
1270     9.50804411e-06    4.43046217e-01
1271     9.50805233e-06    4.43186553e-01
1272     9.50806875e-06    4.43467194e-01
1273     9.50807080e-06    4.43502270e-01
1274     9.50807288e-06    4.43536795e-01
1275     9.50807367e-06    4.43549101e-01
1276     9.50807438e-06    4.43559364e-01
1277     9.50807580e-06    4.43578476e-01
1278     9.50807864e-06    4.43608524e-01
1279     9.50808147e-06    4.43628370e-01
1280     9.50808431e-06    4.43639084e-01
1281     9.50808715e-06    4.43641787e-01
1282     9.50808999e-06    4.43637556e-01
1283     9.50809282e-06    4.43627372e-01
1284     9.50809566e-06    4.43612982e-01
1285     9.50809850e-06    4.43597130e-01
1286     9.50810133e-06    4.43581278e-01
1287     9.50810417e-06    4.43565428e-01
1288     9.50810984e-06    4.43533728e-01
1289     9.50812119e-06    4.43470334e-01
1290     9.50814389e-06    4.43343575e-01
1291     9.50818928e-06    4.43090165e-01
1292     9.50828006e-06    4.42583780e-01
1293     9.50846163e-06    4.41572746e-01
1294     9.50882476e-06    4.39557597e-01
1295     9.50955102e-06    4.35554825e-01
1296     9.51100355e-06    4.27658139e-01
1297     9.51390861e-06    4.12290413e-01
1298     9.51971871e-06    3.83182418e-01
1299     9.52552882e-06    3.56129469e-01
1300     9.52571039e-06    3.55316858e-01
1301     9.52607352e-06    3.53695344e-01
1302     9.52679978e-06    3.50878498e-01
1303     9.52688149e-06    3.50654591e-01
1304     9.52696319e-06    3.50441765e-01
1305     9.52704490e-06    3.50243108e-01
1306     9.52720831e-06    3.49869801e-01
1307     9.52737172e-06    3.49525454e-01
1308     9.52769854e-06    3.48902722e-01
1309     9.52802535e-06    3.48356441e-01
1310     9.52867899e-06    3.47442124e-01
1311     9.52998627e-06    3.46136669e-01
1312     9.53129354e-06    3.45319372e-01
1313     9.53390809e-06    3.44452459e-01
1314     9.53913719e-06    3.43959119e-01
1315     9.54436629e-06    3.43936714e-01
1316     9.55482448e-06    3.43935198e-01
1317     9.56528268e-06    3.43935730e-01
1318     9.58619907e-06    3.43935460e-01
1319     9.62803185e-06    3.43935678e-01
1320     9.71169742e-06    3.43935478e-01
1321     9.81169742e-06    3.43935668e-01
1322     9.91169742e-06    3.43935485e-01
1323     1.00000000e-05    3.43935661e-01


0        8.00000000e-06    2.64073655e-01
1        8.00003982e-06    2.64071739e-01
2        8.00007305e-06    2.64072303e-01
3        8.00010628e-06    2.64073144e-01
4        8.00017273e-06    2.64073813e-01
5        8.00030565e-06    2.64074084e-01
6        8.00034841e-06    2.64077426e-01
7        8.00036752e-06    2.64080998e-01
8        8.00038662e-06    2.64086187e-01
9        8.00042484e-06    2.64103852e-01
10       8.00045591e-06    2.64117400e-01
11       8.00048343e-06    2.64117566e-01
12       8.00048719e-06    2.64115612e-01
13       8.00049473e-06    2.64107739e-01
14       8.00050226e-06    2.64090616e-01
15       8.00050980e-06    2.64066881e-01
16       8.00051658e-06    2.64044326e-01
17       8.00052336e-06    2.64024455e-01
18       8.00053014e-06    2.64011110e-01
19       8.00054371e-06    2.64004570e-01
20       8.00055591e-06    2.64014049e-01
21       8.00056812e-06    2.64026630e-01
22       8.00058033e-06    2.64034601e-01
23       8.00059253e-06    2.64034546e-01
24       8.00060474e-06    2.64028792e-01
25       8.00061694e-06    2.64024502e-01
26       8.00062793e-06    2.64027934e-01
27       8.00063892e-06    2.64040934e-01
28       8.00064990e-06    2.64059429e-01
29       8.00066089e-06    2.64077615e-01
30       8.00067187e-06    2.64094742e-01
31       8.00068286e-06    2.64110295e-01
32       8.00069384e-06    2.64118901e-01
33       8.00070483e-06    2.64118734e-01
34       8.00071582e-06    2.64114089e-01
35       8.00072680e-06    2.64108220e-01
36       8.00073779e-06    2.64101759e-01
37       8.00074877e-06    2.64095373e-01
38       8.00075976e-06    2.64090555e-01
39       8.00078173e-06    2.64082483e-01
40       8.00080370e-06    2.64074748e-01
41       8.00082567e-06    2.64069659e-01
42       8.00086962e-06    2.64068497e-01
43       8.00091356e-06    2.64071670e-01
44       8.00095311e-06    2.64066752e-01
45       8.00099266e-06    2.64059955e-01
46       8.00100000e-06    2.64059795e-01
47       8.00100395e-06    2.64060225e-01
48       8.00100791e-06    2.64060617e-01
49       8.00101186e-06    2.64060949e-01
50       8.00101977e-06    2.64061277e-01
51       8.00103559e-06    2.64062235e-01
52       8.00105141e-06    2.64063253e-01
