Index       TIME             V(VREF)     
53       8.00106723e-06    2.64063562e-01
54       8.00108305e-06    2.64063949e-01
55       8.00111469e-06    2.64065425e-01
56       8.00117797e-06    2.64068129e-01
57       8.00124125e-06    2.64072628e-01
58       8.00130453e-06    2.64075389e-01
59       8.00136780e-06    2.64075251e-01
60       8.00143108e-06    2.64074493e-01
61       8.00149436e-06    2.64074051e-01
62       8.00155764e-06    2.64078376e-01
63       8.00168419e-06    2.64093313e-01
64       8.00170570e-06    2.64096928e-01
65       8.00172720e-06    2.64104085e-01
66       8.00174871e-06    2.64111966e-01
67       8.00177021e-06    2.64118471e-01
68       8.00179172e-06    2.64127304e-01
69       8.00181322e-06    2.64138292e-01
70       8.00185623e-06    2.64161990e-01
71       8.00189924e-06    2.64181217e-01
72       8.00194225e-06    2.64188672e-01
73       8.00198526e-06    2.64215070e-01
74       8.00202255e-06    2.64251883e-01
75       8.00205305e-06    2.64258346e-01
76       8.00208356e-06    2.64225828e-01
77       8.00211407e-06    2.64155017e-01
78       8.00214457e-06    2.64075446e-01
79       8.00217203e-06    2.64014820e-01
80       8.00219949e-06    2.63955392e-01
81       8.00222694e-06    2.63889213e-01
82       8.00225440e-06    2.63822445e-01
83       8.00228185e-06    2.63758127e-01
84       8.00230931e-06    2.63693850e-01
85       8.00236422e-06    2.63556099e-01
86       8.00241913e-06    2.63420705e-01
87       8.00247404e-06    2.63273278e-01
88       8.00252305e-06    2.63116001e-01
89       8.00254081e-06    2.63057152e-01
90       8.00254303e-06    2.63050232e-01
91       8.00254747e-06    2.63037826e-01
92       8.00255191e-06    2.63029169e-01
93       8.00255635e-06    2.63025958e-01
94       8.00256079e-06    2.63029909e-01
95       8.00256523e-06    2.63042974e-01
96       8.00256967e-06    2.63067636e-01
97       8.00257411e-06    2.63107212e-01
98       8.00257855e-06    2.63165391e-01
99       8.00258299e-06    2.63242554e-01
100      8.00258362e-06    2.63254600e-01
101      8.00258424e-06    2.63266646e-01
102      8.00258486e-06    2.63278692e-01
103      8.00258611e-06    2.63302784e-01
104      8.00258859e-06    2.63350966e-01
105      8.00259357e-06    2.63447327e-01
106      8.00260353e-06    2.63640029e-01
107      8.00262344e-06    2.64025361e-01
108      8.00264336e-06    2.64410596e-01
109      8.00266327e-06    2.64795735e-01
110      8.00268319e-06    2.65180777e-01
111      8.00270310e-06    2.65565722e-01
112      8.00272302e-06    2.65950571e-01
113      8.00274293e-06    2.66335324e-01
114      8.00276284e-06    2.66719979e-01
115      8.00278276e-06    2.67104539e-01
116      8.00278563e-06    2.67160012e-01
117      8.00279138e-06    2.67270953e-01
118      8.00279712e-06    2.67381887e-01
119      8.00280287e-06    2.67492813e-01
120      8.00280862e-06    2.67603730e-01
121      8.00281436e-06    2.67714640e-01
122      8.00282011e-06    2.67825542e-01
123      8.00282585e-06    2.67936435e-01
124      8.00283160e-06    2.68047321e-01
125      8.00283862e-06    2.68182732e-01
126      8.00284191e-06    2.68246317e-01
127      8.00284521e-06    2.68309900e-01
128      8.00284851e-06    2.68373480e-01
129      8.00285180e-06    2.68437058e-01
130      8.00285839e-06    2.68564207e-01
131      8.00286498e-06    2.68691346e-01
132      8.00287158e-06    2.68818474e-01
133      8.00287817e-06    2.68945591e-01
134      8.00289135e-06    2.69199794e-01
135      8.00290453e-06    2.69453955e-01
136      8.00291771e-06    2.69708074e-01
137      8.00294408e-06    2.70216185e-01
138      8.00297044e-06    2.70724127e-01
139      8.00302317e-06    2.71739506e-01
140      8.00307590e-06    2.72754210e-01
141      8.00312863e-06    2.73768241e-01
142      8.00323409e-06    2.75794283e-01
143      8.00333955e-06    2.77817635e-01
144      8.00344501e-06    2.79838302e-01
145      8.00355047e-06    2.81856286e-01
146      8.00356533e-06    2.82140421e-01
147      8.00358019e-06    2.82424528e-01
148      8.00360991e-06    2.82992584e-01
149      8.00363964e-06    2.83560428e-01
150      8.00366936e-06    2.84128058e-01
151      8.00369908e-06    2.84695477e-01
152      8.00375853e-06    2.85829676e-01
153      8.00381797e-06    2.86963027e-01
154      8.00387742e-06    2.88095529e-01
155      8.00393686e-06    2.89227184e-01
156      8.00399631e-06    2.90357991e-01
157      8.00405575e-06    2.91487952e-01
158      8.00411520e-06    2.92617068e-01
159      8.00417465e-06    2.93745338e-01
160      8.00423409e-06    2.94872763e-01
161      8.00435298e-06    2.97125084e-01
162      8.00447187e-06    2.99374034e-01
163      8.00459076e-06    3.01619619e-01
164      8.00460871e-06    3.01958178e-01
165      8.00462665e-06    3.02296698e-01
166      8.00466253e-06    3.02973510e-01
167      8.00469842e-06    3.03650015e-01
168      8.00473430e-06    3.04326215e-01
169      8.00477019e-06    3.05002109e-01
170      8.00480607e-06    3.05677697e-01
171      8.00484196e-06    3.06352981e-01
172      8.00487784e-06    3.07027959e-01
173      8.00491373e-06    3.07702632e-01
174      8.00494325e-06    3.08257466e-01
175      8.00496723e-06    3.08708040e-01
176      8.00497144e-06    3.08787114e-01
177      8.00497565e-06    3.08866185e-01
178      8.00498407e-06    3.09024315e-01
179      8.00499249e-06    3.09182428e-01
180      8.00499459e-06    3.09221954e-01
181      8.00499670e-06    3.09261478e-01
182      8.00499775e-06    3.09281240e-01
183      8.00499828e-06    3.09291121e-01
184      8.00499933e-06    3.09310882e-01
185      8.00499946e-06    3.09313353e-01
186      8.00499953e-06    3.09314588e-01
187      8.00499957e-06    3.09315325e-01
188      8.00499957e-06    3.09315447e-01
189      8.00499959e-06    3.09315688e-01
190      8.00499960e-06    3.09315917e-01
191      8.00499961e-06    3.09316105e-01
192      8.00499962e-06    3.09316275e-01
193      8.00499965e-06    3.09316564e-01
194      8.00499969e-06    3.09316934e-01
195      8.00499974e-06    3.09316864e-01
196      8.00499977e-06    3.09316756e-01
197      8.00499978e-06    3.09316716e-01
198      8.00499979e-06    3.09316680e-01
199      8.00499981e-06    3.09316607e-01
200      8.00499985e-06    3.09316463e-01
201      8.00499992e-06    3.09316175e-01
202      8.00500007e-06    3.09315597e-01
203      8.00500037e-06    3.09314443e-01
204      8.00500096e-06    3.09312135e-01
205      8.00500214e-06    3.09307518e-01
206      8.00500451e-06    3.09298284e-01
207      8.00500925e-06    3.09279818e-01
208      8.00501399e-06    3.09261352e-01
209      8.00501518e-06    3.09256736e-01
210      8.00501533e-06    3.09256159e-01
211      8.00501562e-06    3.09255005e-01
212      8.00501566e-06    3.09254861e-01
213      8.00501569e-06    3.09254723e-01
214      8.00501570e-06    3.09254701e-01
215      8.00501571e-06    3.09254661e-01
216      8.00501572e-06    3.09254638e-01
217      8.00501574e-06    3.09254635e-01
218      8.00501576e-06    3.09254687e-01
219      8.00501581e-06    3.09254962e-01
220      8.00501589e-06    3.09256138e-01
221      8.00501590e-06    3.09256274e-01
222      8.00501591e-06    3.09256409e-01
223      8.00501591e-06    3.09256545e-01
224      8.00501593e-06    3.09256816e-01
225      8.00501596e-06    3.09257358e-01
226      8.00501601e-06    3.09258443e-01
227      8.00501613e-06    3.09260612e-01
228      8.00501636e-06    3.09264950e-01
229      8.00501682e-06    3.09273625e-01
230      8.00501775e-06    3.09290977e-01
231      8.00501959e-06    3.09325679e-01
232      8.00502329e-06    3.09395080e-01
233      8.00502699e-06    3.09464479e-01
234      8.00503068e-06    3.09533874e-01
235      8.00503187e-06    3.09556185e-01
236      8.00503425e-06    3.09600807e-01
237      8.00503663e-06    3.09645427e-01
238      8.00503900e-06    3.09690046e-01
239      8.00504138e-06    3.09734663e-01
240      8.00504376e-06    3.09779279e-01
241      8.00504851e-06    3.09868508e-01
242      8.00505802e-06    3.10046949e-01
243      8.00506752e-06    3.10225368e-01
244      8.00507703e-06    3.10403766e-01
245      8.00508654e-06    3.10582143e-01
246      8.00510555e-06    3.10938832e-01
247      8.00514358e-06    3.11651954e-01
248      8.00518161e-06    3.12364735e-01
249      8.00519112e-06    3.12542866e-01
250      8.00520063e-06    3.12720987e-01
251      8.00520538e-06    3.12810036e-01
252      8.00520776e-06    3.12854560e-01
253      8.00520895e-06    3.12876821e-01
254      8.00520954e-06    3.12887952e-01
255      8.00520994e-06    3.12895406e-01
256      8.00521020e-06    3.12900357e-01
257      8.00521038e-06    3.12903664e-01
258      8.00521041e-06    3.12904215e-01
259      8.00521047e-06    3.12905298e-01
260      8.00521053e-06    3.12906316e-01
261      8.00521059e-06    3.12907242e-01
262      8.00521065e-06    3.12908077e-01
263      8.00521076e-06    3.12909470e-01
264      8.00521100e-06    3.12911161e-01
265      8.00521121e-06    3.12910873e-01
266      8.00521134e-06    3.12910348e-01
267      8.00521139e-06    3.12910156e-01
268      8.00521143e-06    3.12909983e-01
269      8.00521152e-06    3.12909638e-01
270      8.00521169e-06    3.12908947e-01
271      8.00521205e-06    3.12907566e-01
272      8.00521275e-06    3.12904802e-01
273      8.00521415e-06    3.12899276e-01
274      8.00521695e-06    3.12888224e-01
275      8.00522256e-06    3.12866122e-01
276      8.00523378e-06    3.12821921e-01
277      8.00525621e-06    3.12733538e-01
278      8.00530108e-06    3.12556848e-01
279      8.00539081e-06    3.12203766e-01
280      8.00548055e-06    3.11851083e-01
281      8.00566002e-06    3.11146912e-01
282      8.00583949e-06    3.10444331e-01
283      8.00619842e-06    3.09043923e-01
284      8.00655736e-06    3.07649833e-01
285      8.00727524e-06    3.04880475e-01
286      8.00799311e-06    3.02136046e-01
287      8.00942886e-06    2.96720969e-01
288      8.00978780e-06    2.95385479e-01
289      8.01050567e-06    2.92726520e-01
290      8.01068514e-06    2.92166501e-01
291      8.01086461e-06    2.91812099e-01
292      8.01088594e-06    2.91783277e-01
293      8.01090726e-06    2.91750440e-01
294      8.01092859e-06    2.91712342e-01
295      8.01094991e-06    2.91673272e-01
296      8.01099256e-06    2.91597766e-01
297      8.01103521e-06    2.91525838e-01
298      8.01112052e-06    2.91388746e-01
299      8.01129112e-06    2.91134429e-01
300      8.01163233e-06    2.90687374e-01
301      8.01231475e-06    2.89968231e-01
302      8.01367958e-06    2.88982133e-01
303      8.01640925e-06    2.88004164e-01
304      8.02186859e-06    2.87523604e-01
305      8.02732793e-06    2.87526861e-01
306      8.03824661e-06    2.87526721e-01
307      8.04916528e-06    2.87526827e-01
308      8.07100264e-06    2.87526737e-01
309      8.11467735e-06    2.87526820e-01
310      8.20202677e-06    2.87526739e-01
311      8.30202677e-06    2.87526816e-01
312      8.40202677e-06    2.87526738e-01
313      8.50100000e-06    2.87526813e-01
314      8.50104087e-06    2.87526916e-01
315      8.50107516e-06    2.87526778e-01
316      8.50114373e-06    2.87526723e-01
317      8.50128087e-06    2.87526762e-01
318      8.50141802e-06    2.87525882e-01
319      8.50145513e-06    2.87525290e-01
320      8.50147091e-06    2.87524214e-01
321      8.50148668e-06    2.87522026e-01
322      8.50150245e-06    2.87518165e-01
323      8.50151822e-06    2.87514277e-01
324      8.50153400e-06    2.87511806e-01
325      8.50154977e-06    2.87518527e-01
326      8.50155160e-06    2.87520938e-01
327      8.50155343e-06    2.87523739e-01
328      8.50155710e-06    2.87532338e-01
329      8.50156076e-06    2.87546111e-01
330      8.50156442e-06    2.87566543e-01
331      8.50156809e-06    2.87595146e-01
332      8.50157175e-06    2.87631654e-01
333      8.50157541e-06    2.87673513e-01
334      8.50157908e-06    2.87717214e-01
335      8.50158274e-06    2.87758314e-01
336      8.50158641e-06    2.87789137e-01
337      8.50158938e-06    2.87797780e-01
338      8.50159087e-06    2.87792369e-01
339      8.50159111e-06    2.87791518e-01
340      8.50159134e-06    2.87790668e-01
341      8.50159158e-06    2.87789817e-01
342      8.50159204e-06    2.87788116e-01
343      8.50159298e-06    2.87784713e-01
344      8.50159486e-06    2.87777908e-01
345      8.50159862e-06    2.87764298e-01
346      8.50160612e-06    2.87737081e-01
347      8.50162114e-06    2.87682653e-01
348      8.50163466e-06    2.87633678e-01
349      8.50164818e-06    2.87584710e-01
350      8.50166169e-06    2.87538238e-01
351      8.50167521e-06    2.87510628e-01
352      8.50168702e-06    2.87507604e-01
353      8.50169764e-06    2.87513075e-01
354      8.50170827e-06    2.87521041e-01
355      8.50172952e-06    2.87536203e-01
356      8.50175077e-06    2.87549687e-01
357      8.50177202e-06    2.87558407e-01
358      8.50179328e-06    2.87556690e-01
359      8.50181453e-06    2.87551150e-01
360      8.50183578e-06    2.87548855e-01
361      8.50185703e-06    2.87545691e-01
362      8.50187828e-06    2.87539546e-01
363      8.50189953e-06    2.87533870e-01
364      8.50192079e-06    2.87531150e-01
365      8.50196329e-06    2.87532783e-01
366      8.50200000e-06    2.87534369e-01
367      8.50200425e-06    2.87533707e-01
368      8.50200792e-06    2.87533027e-01
369      8.50201160e-06    2.87532325e-01
370      8.50201895e-06    2.87530963e-01
371      8.50203364e-06    2.87528837e-01
372      8.50206303e-06    2.87527078e-01
373      8.50209242e-06    2.87528441e-01
374      8.50212181e-06    2.87531899e-01
375      8.50215121e-06    2.87533821e-01
376      8.50218060e-06    2.87533872e-01
377      8.50220999e-06    2.87534606e-01
378      8.50223938e-06    2.87534126e-01
379      8.50226877e-06    2.87535095e-01
380      8.50229816e-06    2.87537074e-01
381      8.50232755e-06    2.87536971e-01
382      8.50235694e-06    2.87536011e-01
383      8.50241573e-06    2.87534723e-01
384      8.50247451e-06    2.87533613e-01
385      8.50253329e-06    2.87532056e-01
386      8.50259207e-06    2.87532970e-01
387      8.50270964e-06    2.87539669e-01
388      8.50282720e-06    2.87547212e-01
389      8.50284448e-06    2.87550957e-01
390      8.50286176e-06    2.87557360e-01
391      8.50289633e-06    2.87568840e-01
392      8.50292700e-06    2.87573478e-01
393      8.50295768e-06    2.87578896e-01
394      8.50298836e-06    2.87573563e-01
395      8.50301903e-06    2.87568755e-01
396      8.50304499e-06    2.87578093e-01
397      8.50307094e-06    2.87592103e-01
398      8.50312285e-06    2.87603228e-01
399      8.50317476e-06    2.87538008e-01
400      8.50318206e-06    2.87520714e-01
401      8.50318936e-06    2.87503064e-01
402      8.50319665e-06    2.87485723e-01
403      8.50320395e-06    2.87470119e-01
404      8.50321854e-06    2.87445542e-01
405      8.50323314e-06    2.87428960e-01
406      8.50324773e-06    2.87417592e-01
407      8.50326232e-06    2.87408221e-01
408      8.50329151e-06    2.87387180e-01
409      8.50332070e-06    2.87365437e-01
410      8.50334988e-06    2.87347838e-01
411      8.50337907e-06    2.87332880e-01
412      8.50340826e-06    2.87317174e-01
413      8.50343744e-06    2.87297568e-01
414      8.50349582e-06    2.87263850e-01
415      8.50354835e-06    2.87231783e-01
416      8.50360089e-06    2.87168828e-01
417      8.50360746e-06    2.87159923e-01
418      8.50361402e-06    2.87152257e-01
419      8.50362716e-06    2.87151373e-01
420      8.50364029e-06    2.87188232e-01
421      8.50364232e-06    2.87199736e-01
422      8.50364435e-06    2.87212220e-01
423      8.50364841e-06    2.87243960e-01
424      8.50365247e-06    2.87286907e-01
425      8.50365652e-06    2.87343680e-01
426      8.50365985e-06    2.87407105e-01
427      8.50366034e-06    2.87416375e-01
428      8.50366083e-06    2.87425646e-01
429      8.50366131e-06    2.87434916e-01
430      8.50366228e-06    2.87453457e-01
431      8.50366423e-06    2.87490538e-01
432      8.50366812e-06    2.87564698e-01
433      8.50367591e-06    2.87713006e-01
434      8.50369148e-06    2.88009578e-01
435      8.50372262e-06    2.88602549e-01
436      8.50375376e-06    2.89195286e-01
437      8.50378490e-06    2.89787792e-01
438      8.50381293e-06    2.90320848e-01
439      8.50383816e-06    2.90800437e-01
440      8.50386338e-06    2.91279875e-01
441      8.50386612e-06    2.91332045e-01
442      8.50387162e-06    2.91436381e-01
443      8.50387711e-06    2.91540710e-01
444      8.50388260e-06    2.91645032e-01
445      8.50388809e-06    2.91749347e-01
446      8.50389358e-06    2.91853654e-01
447      8.50389907e-06    2.91957955e-01
448      8.50390456e-06    2.92062248e-01
449      8.50391005e-06    2.92166534e-01
450      8.50392103e-06    2.92375084e-01
451      8.50392987e-06    2.92542954e-01
452      8.50393726e-06    2.92683155e-01
453      8.50394464e-06    2.92823342e-01
454      8.50395202e-06    2.92963516e-01
455      8.50395941e-06    2.93103677e-01
456      8.50397418e-06    2.93383961e-01
457      8.50398894e-06    2.93664192e-01
458      8.50400371e-06    2.93944371e-01
459      8.50403325e-06    2.94504573e-01
460      8.50406278e-06    2.95064566e-01
461      8.50412186e-06    2.96183928e-01
462      8.50418093e-06    2.97302457e-01
463      8.50424000e-06    2.98420155e-01
464      8.50429907e-06    2.99537021e-01
465      8.50441722e-06    3.01768262e-01
466      8.50453536e-06    3.03996185e-01
467      8.50455493e-06    3.04364877e-01
468      8.50457450e-06    3.04733524e-01
469      8.50461364e-06    3.05470546e-01
470      8.50465278e-06    3.06207205e-01
471      8.50469193e-06    3.06943500e-01
472      8.50473107e-06    3.07679433e-01
473      8.50477021e-06    3.08415003e-01
474      8.50480935e-06    3.09150210e-01
475      8.50488763e-06    3.10619538e-01
476      8.50495608e-06    3.11903018e-01
477      8.50502452e-06    3.13185392e-01
478      8.50509297e-06    3.14466661e-01
479      8.50516141e-06    3.15746826e-01
480      8.50522985e-06    3.17025887e-01
481      8.50529830e-06    3.18303847e-01
482      8.50536674e-06    3.19580705e-01
483      8.50550363e-06    3.22131121e-01
484      8.50564052e-06    3.24677144e-01
485      8.50565999e-06    3.25038913e-01
486      8.50567947e-06    3.25400638e-01
487      8.50571841e-06    3.26123822e-01
488      8.50575735e-06    3.26846651e-01
489      8.50579630e-06    3.27569126e-01
490      8.50583524e-06    3.28291246e-01
491      8.50587419e-06    3.29013012e-01
492      8.50591313e-06    3.29734424e-01
493      8.50595208e-06    3.30455483e-01
494      8.50595887e-06    3.30581242e-01
495      8.50596567e-06    3.30706997e-01
496      8.50597926e-06    3.30958474e-01
497      8.50599285e-06    3.31209907e-01
498      8.50600644e-06    3.31461298e-01
499      8.50602002e-06    3.31712646e-01
500      8.50603361e-06    3.31963951e-01
501      8.50603701e-06    3.32026769e-01
502      8.50603871e-06    3.32058177e-01
503      8.50604211e-06    3.32120992e-01
504      8.50604221e-06    3.32122955e-01
505      8.50604227e-06    3.32124081e-01
506      8.50604240e-06    3.32126333e-01
507      8.50604240e-06    3.32126400e-01
508      8.50604240e-06    3.32126464e-01
509      8.50604241e-06    3.32126523e-01
510      8.50604241e-06    3.32126576e-01
511      8.50604242e-06    3.32126667e-01
512      8.50604243e-06    3.32126782e-01
513      8.50604245e-06    3.32126748e-01
514      8.50604245e-06    3.32126741e-01
515      8.50604246e-06    3.32126723e-01
516      8.50604246e-06    3.32126703e-01
517      8.50604247e-06    3.32126682e-01
518      8.50604247e-06    3.32126661e-01
519      8.50604248e-06    3.32126620e-01
520      8.50604250e-06    3.32126537e-01
521      8.50604254e-06    3.32126372e-01
522      8.50604262e-06    3.32126041e-01
523      8.50604278e-06    3.32125380e-01
524      8.50604310e-06    3.32124057e-01
525      8.50604373e-06    3.32121412e-01
526      8.50604499e-06    3.32116121e-01
527      8.50604752e-06    3.32105540e-01
528      8.50605258e-06    3.32084379e-01
529      8.50606270e-06    3.32042061e-01
530      8.50607282e-06    3.31999748e-01
531      8.50608293e-06    3.31957441e-01
532      8.50609129e-06    3.31922483e-01
533      8.50609882e-06    3.31891025e-01
534      8.50610634e-06    3.31859569e-01
535      8.50611387e-06    3.31828117e-01
536      8.50611501e-06    3.31823366e-01
537      8.50611614e-06    3.31818615e-01
538      8.50611842e-06    3.31809113e-01
539      8.50612069e-06    3.31799612e-01
540      8.50612296e-06    3.31790111e-01
541      8.50612751e-06    3.31771109e-01
542      8.50613660e-06    3.31733110e-01
543      8.50614570e-06    3.31695115e-01
544      8.50615479e-06    3.31657124e-01
545      8.50616388e-06    3.31619138e-01
546      8.50618207e-06    3.31543178e-01
547      8.50621844e-06    3.31391311e-01
548      8.50622754e-06    3.31353358e-01
549      8.50623663e-06    3.31315406e-01
550      8.50624118e-06    3.31296432e-01
551      8.50624345e-06    3.31286946e-01
552      8.50624800e-06    3.31267973e-01
553      8.50624857e-06    3.31265602e-01
554      8.50624885e-06    3.31264416e-01
555      8.50624901e-06    3.31263773e-01
556      8.50624903e-06    3.31263698e-01
557      8.50624906e-06    3.31263629e-01
558      8.50624908e-06    3.31263572e-01
559      8.50624912e-06    3.31263496e-01
560      8.50624921e-06    3.31263491e-01
561      8.50624939e-06    3.31264075e-01
562      8.50624974e-06    3.31267604e-01
563      8.50624992e-06    3.31270865e-01
564      8.50624994e-06    3.31271310e-01
565      8.50624996e-06    3.31271756e-01
566      8.50624999e-06    3.31272201e-01
567      8.50625004e-06    3.31273092e-01
568      8.50625013e-06    3.31274874e-01
569      8.50625032e-06    3.31278437e-01
570      8.50625071e-06    3.31285563e-01
571      8.50625148e-06    3.31299816e-01
572      8.50625302e-06    3.31328321e-01
573      8.50625610e-06    3.31385329e-01
574      8.50626227e-06    3.31499340e-01
575      8.50627459e-06    3.31727334e-01
576      8.50629925e-06    3.32183215e-01
577      8.50634855e-06    3.33094554e-01
578      8.50639786e-06    3.34005327e-01
579      8.50644717e-06    3.34915534e-01
580      8.50654578e-06    3.36734255e-01
581      8.50664440e-06    3.38550717e-01
582      8.50684163e-06    3.42176881e-01
583      8.50703885e-06    3.45794048e-01
584      8.50743331e-06    3.53001490e-01
585      8.50782777e-06    3.60173210e-01
586      8.50785242e-06    3.60620191e-01
587      8.50790173e-06    3.61513873e-01
588      8.50792638e-06    3.61935103e-01
589      8.50792765e-06    3.61954493e-01
590      8.50792891e-06    3.61972782e-01
591      8.50793018e-06    3.61988888e-01
592      8.50793271e-06    3.62014786e-01
593      8.50793777e-06    3.62043468e-01
594      8.50794282e-06    3.62045103e-01
595      8.50794788e-06    3.62028270e-01
596      8.50795218e-06    3.62008695e-01
597      8.50795604e-06    3.61991077e-01
598      8.50795990e-06    3.61973461e-01
599      8.50796763e-06    3.61938231e-01
600      8.50798308e-06    3.61867781e-01
601      8.50801399e-06    3.61726921e-01
602      8.50807581e-06    3.61445367e-01
603      8.50819945e-06    3.60882916e-01
604      8.50844672e-06    3.59760637e-01
605      8.50894127e-06    3.57526533e-01
606      8.50993036e-06    3.53099819e-01
607      8.51190855e-06    3.44409805e-01
608      8.51586493e-06    3.27663580e-01
609      8.51982130e-06    3.11731606e-01
610      8.52773406e-06    2.82136479e-01
611      8.52872315e-06    2.78664699e-01
612      8.53070134e-06    2.71806582e-01
613      8.53119589e-06    2.70123895e-01
614      8.53131952e-06    2.69703877e-01
615      8.53156680e-06    2.69015730e-01
616      8.53178623e-06    2.68591047e-01
617      8.53200566e-06    2.68227823e-01
618      8.53244452e-06    2.67599239e-01
619      8.53283950e-06    2.67126565e-01
620      8.53323448e-06    2.66718253e-01
621      8.53362946e-06    2.66366420e-01
622      8.53402443e-06    2.66059974e-01
623      8.53481439e-06    2.65562269e-01
624      8.53560434e-06    2.65186287e-01
625      8.53718425e-06    2.64682951e-01
626      8.53876417e-06    2.64399708e-01
627      8.54192399e-06    2.64140036e-01
628      8.54508381e-06    2.64066749e-01
629      8.55140345e-06    2.64037249e-01
630      8.55772309e-06    2.64038558e-01
631      8.57036237e-06    2.64038877e-01
632      8.58300165e-06    2.64038476e-01
633      8.60828022e-06    2.64038904e-01
634      8.63355878e-06    2.64038467e-01
635      8.68411591e-06    2.64038906e-01
636      8.73467305e-06    2.64038463e-01
637      8.83467305e-06    2.64038904e-01
638      8.93467305e-06    2.64038459e-01
639      9.00000000e-06    2.64038901e-01
640      9.00003982e-06    2.64036805e-01
641      9.00007306e-06    2.64037331e-01
642      9.00010631e-06    2.64038159e-01
643      9.00017279e-06    2.64038834e-01
644      9.00030576e-06    2.64039110e-01
645      9.00034849e-06    2.64042459e-01
646      9.00036759e-06    2.64046033e-01
647      9.00038669e-06    2.64051224e-01
648      9.00042489e-06    2.64068884e-01
649      9.00045596e-06    2.64082421e-01
650      9.00048347e-06    2.64082556e-01
651      9.00048723e-06    2.64080591e-01
652      9.00049476e-06    2.64072685e-01
653      9.00050229e-06    2.64055534e-01
654      9.00050981e-06    2.64031809e-01
655      9.00051659e-06    2.64009283e-01
656      9.00052336e-06    2.63989453e-01
657      9.00053013e-06    2.63976151e-01
658      9.00054368e-06    2.63969635e-01
659      9.00055587e-06    2.63979092e-01
660      9.00056807e-06    2.63991656e-01
661      9.00058026e-06    2.63999637e-01
662      9.00059245e-06    2.63999618e-01
663      9.00060464e-06    2.63993879e-01
664      9.00061683e-06    2.63989544e-01
665      9.00062781e-06    2.63992875e-01
666      9.00063878e-06    2.64005762e-01
667      9.00064975e-06    2.64024207e-01
668      9.00066073e-06    2.64042392e-01
669      9.00067170e-06    2.64059504e-01
670      9.00068267e-06    2.64075102e-01
671      9.00069365e-06    2.64083859e-01
672      9.00070462e-06    2.64083820e-01
673      9.00071559e-06    2.64079229e-01
674      9.00072657e-06    2.64073378e-01
675      9.00073754e-06    2.64066936e-01
676      9.00074851e-06    2.64060534e-01
677      9.00075949e-06    2.64055692e-01
678      9.00078143e-06    2.64047630e-01
679      9.00080338e-06    2.64039875e-01
680      9.00082532e-06    2.64034741e-01
681      9.00086922e-06    2.64033493e-01
682      9.00091311e-06    2.64036702e-01
683      9.00095261e-06    2.64031878e-01
684      9.00099212e-06    2.64025033e-01
685      9.00100000e-06    2.64024844e-01
686      9.00100395e-06    2.64025272e-01
687      9.00100790e-06    2.64025663e-01
688      9.00101185e-06    2.64025994e-01
689      9.00101975e-06    2.64026317e-01
690      9.00103555e-06    2.64027268e-01
691      9.00105135e-06    2.64028283e-01
692      9.00106716e-06    2.64028592e-01
693      9.00108296e-06    2.64028978e-01
694      9.00111456e-06    2.64030450e-01
695      9.00117776e-06    2.64033153e-01
696      9.00124097e-06    2.64037637e-01
697      9.00130417e-06    2.64040423e-01
698      9.00136738e-06    2.64040286e-01
699      9.00143059e-06    2.64039528e-01
700      9.00149379e-06    2.64039079e-01
701      9.00155700e-06    2.64043337e-01
702      9.00168341e-06    2.64058243e-01
703      9.00170498e-06    2.64061792e-01
704      9.00172655e-06    2.64068956e-01
705      9.00174813e-06    2.64076842e-01
706      9.00176970e-06    2.64083306e-01
707      9.00179128e-06    2.64092127e-01
708      9.00181285e-06    2.64103109e-01
709      9.00185600e-06    2.64126875e-01
710      9.00189915e-06    2.64146272e-01
711      9.00194230e-06    2.64153726e-01
712      9.00198545e-06    2.64180237e-01
713      9.00202268e-06    2.64217028e-01
714      9.00205309e-06    2.64223362e-01
715      9.00208351e-06    2.64190937e-01
716      9.00211392e-06    2.64120419e-01
717      9.00214433e-06    2.64041065e-01
718      9.00217170e-06    2.63980553e-01
719      9.00219907e-06    2.63921376e-01
720      9.00222644e-06    2.63855449e-01
721      9.00225382e-06    2.63788853e-01
722      9.00228119e-06    2.63724713e-01
723      9.00230856e-06    2.63660652e-01
724      9.00236330e-06    2.63523916e-01
725      9.00241804e-06    2.63388141e-01
726      9.00247279e-06    2.63241917e-01
727      9.00252206e-06    2.63085674e-01
728      9.00254028e-06    2.63025279e-01
729      9.00254280e-06    2.63017222e-01
730      9.00254784e-06    2.63003017e-01
731      9.00255287e-06    2.62993885e-01
732      9.00255791e-06    2.62992276e-01
733      9.00256294e-06    2.63000757e-01
734      9.00256798e-06    2.63022471e-01
735      9.00257301e-06    2.63061630e-01
736      9.00257805e-06    2.63123504e-01
737      9.00258308e-06    2.63209560e-01
738      9.00258374e-06    2.63222179e-01
739      9.00258439e-06    2.63234798e-01
740      9.00258504e-06    2.63247417e-01
741      9.00258634e-06    2.63272654e-01
742      9.00258895e-06    2.63323128e-01
743      9.00259417e-06    2.63424070e-01
744      9.00260460e-06    2.63625934e-01
745      9.00262546e-06    2.64029582e-01
746      9.00264632e-06    2.64433125e-01
747      9.00266718e-06    2.64836561e-01
748      9.00268804e-06    2.65239892e-01
749      9.00270890e-06    2.65643116e-01
750      9.00272976e-06    2.66046235e-01
751      9.00275062e-06    2.66449247e-01
